id,name,theme,base_color,secondary_color,accent_style,neutral_tone,description,is_sunburst_exclusive,product_sku,created_at
c_csv_149_5856,Sunburst 025-6 Intermezzo Blue,Ocean Marine & Sky Coasts,#3F4F62,#959EA8,#28333F,#E2E4E7,Professional coordinating Sunburst color palette featuring 025-6 Intermezzo Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8215-131,2026-06-10T18:33:15.856Z
c_csv_150_5856,Sunburst 026-1 Kind of Blue,Ocean Marine & Sky Coasts,#DAE3E5,#EAEFF0,#8D9394,#F9FAFB,Professional coordinating Sunburst color palette featuring 026-1 Kind of Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8231-132,2026-06-10T18:33:15.856Z
c_csv_151_5856,Sunburst 026-2 Seattle Sky,Ocean Marine & Sky Coasts,#C7D7DE,#E0E9EC,#818B90,#F6F9FA,Professional coordinating Sunburst color palette featuring 026-2 Seattle Sky. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8235-133,2026-06-10T18:33:15.856Z
c_csv_152_5856,Sunburst 026-3 Periwinkle Promise,Ocean Marine & Sky Coasts,#B4CCD7,#D5E2E9,#75848B,#F3F7F9,Professional coordinating Sunburst color palette featuring 026-3 Periwinkle Promise. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900C-134,2026-06-10T18:33:15.856Z
c_csv_153_5856,Sunburst 026-4 Secrets of the Sea,Ocean Marine & Sky Coasts,#91ACBD,#C2D1DA,#5E6F7A,#EEF2F5,Professional coordinating Sunburst color palette featuring 026-4 Secrets of the Sea. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900W-135,2026-06-10T18:33:15.856Z
c_csv_154_5856,Sunburst 026-5 Seaside Reflections,Ocean Marine & Sky Coasts,#6A889A,#ADBDC7,#445864,#E8EDEF,Professional coordinating Sunburst color palette featuring 026-5 Seaside Reflections. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900C-136,2026-06-10T18:33:15.856Z
c_csv_155_5856,Sunburst 026-6 Smooth Indigo,Ocean Marine & Sky Coasts,#3A4552,#92989F,#252C35,#E1E3E5,Professional coordinating Sunburst color palette featuring 026-6 Smooth Indigo. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900W-137,2026-06-10T18:33:15.856Z
c_csv_156_5856,Sunburst 027-1 Ice Palace,Ocean Marine & Sky Coasts,#E7EFEE,#F1F6F5,#969B9A,#FBFCFC,Professional coordinating Sunburst color palette featuring 027-1 Ice Palace. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ADDC-139,2026-06-10T18:33:15.856Z
c_csv_157_5856,Sunburst 027-2 Gently Raining,Ocean Marine & Sky Coasts,#D0E5ED,#E5F0F5,#87949A,#F7FBFC,Professional coordinating Sunburst color palette featuring 027-2 Gently Raining. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ADDC-140,2026-06-10T18:33:15.856Z
c_csv_158_5856,Sunburst 027-3 Cool Blue,Ocean Marine & Sky Coasts,#B3D6EC,#D5E8F4,#748B99,#F3F8FC,Professional coordinating Sunburst color palette featuring 027-3 Cool Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-143,2026-06-10T18:33:15.856Z
c_csv_159_5856,Sunburst 027-4 Gull Lake,Ocean Marine & Sky Coasts,#87BAE0,#BDD9ED,#577891,#EDF4FA,Professional coordinating Sunburst color palette featuring 027-4 Gull Lake. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-144,2026-06-10T18:33:15.856Z
c_csv_160_5856,Sunburst 027-5 Infinite Grace,Ocean Marine & Sky Coasts,#5B9FD2,#A4CAE6,#3B6788,#E6F0F8,Professional coordinating Sunburst color palette featuring 027-5 Infinite Grace. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-160,2026-06-10T18:33:15.856Z
c_csv_161_5856,Sunburst 027-6 Cool Shadow,Ocean Marine & Sky Coasts,#335588,#8EA1BD,#213758,#E0E5ED,Professional coordinating Sunburst color palette featuring 027-6 Cool Shadow. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-161,2026-06-10T18:33:15.856Z
c_csv_162_5856,Sunburst 028-1 Gentle Breeze,Ocean Marine & Sky Coasts,#E3EDEB,#EFF5F4,#939A98,#FAFCFC,Professional coordinating Sunburst color palette featuring 028-1 Gentle Breeze. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-GALL-164,2026-06-10T18:33:15.856Z
c_csv_163_5856,Sunburst 028-2 Celestial Blue,Ocean Marine & Sky Coasts,#C7E2EB,#E0EFF4,#819298,#F6FAFC,Professional coordinating Sunburst color palette featuring 028-2 Celestial Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-166,2026-06-10T18:33:15.856Z
c_csv_164_5856,Sunburst 028-3 Cascading Blue,Ocean Marine & Sky Coasts,#A9D4EA,#CFE7F3,#6D8998,#F2F8FB,Professional coordinating Sunburst color palette featuring 028-3 Cascading Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-167,2026-06-10T18:33:15.856Z
c_csv_165_5856,Sunburst 028-4 Comfortable Blue,Ocean Marine & Sky Coasts,#8BC7E7,#BFE0F1,#5A8196,#EDF6FB,Professional coordinating Sunburst color palette featuring 028-4 Comfortable Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-168,2026-06-10T18:33:15.856Z
c_csv_166_5856,Sunburst 028-5 Clear Skyscape,Ocean Marine & Sky Coasts,#51A2D5,#9FCBE7,#34698A,#E4F1F8,Professional coordinating Sunburst color palette featuring 028-5 Clear Skyscape. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-169,2026-06-10T18:33:15.856Z
c_csv_167_5856,Sunburst 028-6 By the Sea,Ocean Marine & Sky Coasts,#245B94,#86A4C4,#173B60,#DEE6EE,Professional coordinating Sunburst color palette featuring 028-6 By the Sea. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXN-170,2026-06-10T18:33:15.856Z
c_csv_168_5856,Sunburst 029-1 City Lights,Ocean Marine & Sky Coasts,#E3EBEA,#EFF4F3,#939898,#FAFCFB,Professional coordinating Sunburst color palette featuring 029-1 City Lights. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-171,2026-06-10T18:33:15.856Z
c_csv_169_5856,Sunburst 029-2 Chambray Blue,Ocean Marine & Sky Coasts,#CDE0E6,#E3EDF1,#859195,#F7FAFB,Professional coordinating Sunburst color palette featuring 029-2 Chambray Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-172,2026-06-10T18:33:15.856Z
c_csv_170_5856,Sunburst 029-3 Echo Bay,Ocean Marine & Sky Coasts,#AFCEDD,#D3E4EC,#71858F,#F3F7F9,Professional coordinating Sunburst color palette featuring 029-3 Echo Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-OSPH-173,2026-06-10T18:33:15.856Z
c_csv_171_5856,Sunburst 029-4 Denim Day,Ocean Marine & Sky Coasts,#94B8CC,#C4D7E2,#607784,#EEF4F7,Professional coordinating Sunburst color palette featuring 029-4 Denim Day. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PAIN-177,2026-06-10T18:33:15.856Z
c_csv_172_5856,Sunburst 029-5 Dusky Sky,Ocean Marine & Sky Coasts,#5A8AA5,#A4BECD,#3A596B,#E6EDF1,Professional coordinating Sunburst color palette featuring 029-5 Dusky Sky. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PAIN-178,2026-06-10T18:33:15.856Z
c_csv_173_5856,Sunburst 029-6 Deep Well,Ocean Marine & Sky Coasts,#39485D,#929AA5,#252E3C,#E1E3E6,Professional coordinating Sunburst color palette featuring 029-6 Deep Well. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-PLAS-180,2026-06-10T18:33:15.856Z
c_csv_174_5856,Sunburst 030-1 First Rain,Canyon Slate & Earth Dust,#E3EDEB,#EFF5F4,#939A98,#FAFCFC,Professional coordinating Sunburst color palette featuring 030-1 First Rain. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-RED-188,2026-06-10T18:33:15.856Z
c_csv_175_5856,Sunburst 030-2 Bright Spirits,Canyon Slate & Earth Dust,#D6E7EA,#E8F1F3,#8B9698,#F8FBFB,Professional coordinating Sunburst color palette featuring 030-2 Bright Spirits. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TEST-199,2026-06-10T18:33:15.856Z
c_csv_176_5856,Sunburst 030-3 Bristol Bay,Canyon Slate & Earth Dust,#B8D7E4,#D7E9F0,#778B94,#F4F9FA,Professional coordinating Sunburst color palette featuring 030-3 Bristol Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-THIN-201,2026-06-10T18:33:15.856Z
c_csv_177_5856,Sunburst 030-4 Cerulean Sky,Canyon Slate & Earth Dust,#84B8D3,#BBD7E6,#557789,#ECF4F8,Professional coordinating Sunburst color palette featuring 030-4 Cerulean Sky. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TOUC-202,2026-06-10T18:33:15.856Z
c_csv_178_5856,Sunburst 030-5 Brooks Bay,Canyon Slate & Earth Dust,#4088AA,#95BDD0,#29586E,#E2EDF2,Professional coordinating Sunburst color palette featuring 030-5 Brooks Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TRAF-203,2026-06-10T18:33:15.856Z
c_csv_179_5856,Sunburst 030-6 Deep Dark Shadows,Canyon Slate & Earth Dust,#35556E,#8FA1AF,#223747,#E0E5E9,Professional coordinating Sunburst color palette featuring 030-6 Deep Dark Shadows. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TRAF-205,2026-06-10T18:33:15.856Z
c_csv_180_5856,Sunburst 031-1 Barely There,Canyon Slate & Earth Dust,#EAF1ED,#F3F7F5,#989C9A,#FBFCFC,Professional coordinating Sunburst color palette featuring 031-1 Barely There. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TROP-206,2026-06-10T18:33:15.856Z
c_csv_181_5856,Sunburst 031-2 Twilight Twinkle,Canyon Slate & Earth Dust,#D6EBEE,#E8F4F5,#8B989A,#F8FCFC,Professional coordinating Sunburst color palette featuring 031-2 Twilight Twinkle. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-TROP-207,2026-06-10T18:33:15.856Z
c_csv_182_5856,Sunburst 031-3 Bonnie Belle,Canyon Slate & Earth Dust,#AADCED,#D0EBF5,#6E8F9A,#F2F9FC,Professional coordinating Sunburst color palette featuring 031-3 Bonnie Belle. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UB5G-208,2026-06-10T18:33:15.856Z
c_csv_183_5856,Sunburst 031-4 Bright Seascape,Canyon Slate & Earth Dust,#57B6E1,#A2D6EE,#387692,#E5F4FA,Professional coordinating Sunburst color palette featuring 031-4 Bright Seascape. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UBTA-209,2026-06-10T18:33:15.856Z
c_csv_184_5856,Sunburst 031-5 Blue Cadet,Canyon Slate & Earth Dust,#0091C8,#72C2E0,#005E82,#D8EEF6,Professional coordinating Sunburst color palette featuring 031-5 Blue Cadet. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-UBTA-210,2026-06-10T18:33:15.856Z
c_csv_185_5856,Sunburst 031-6 Boy Scout Blue,Canyon Slate & Earth Dust,#235584,#86A1BB,#163755,#DEE5EC,Professional coordinating Sunburst color palette featuring 031-6 Boy Scout Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ZEAL-216,2026-06-10T18:33:15.856Z
c_csv_186_5856,Sunburst 032-1 Alpine Crest,Canyon Slate & Earth Dust,#DAEBEC,#EAF4F4,#8D9899,#F9FCFC,Professional coordinating Sunburst color palette featuring 032-1 Alpine Crest. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-2000-101,2026-06-10T18:33:15.856Z
c_csv_187_5856,Sunburst 032-2 Beautiful Day,Canyon Slate & Earth Dust,#C8E4E9,#E0F0F2,#829497,#F6FAFB,Professional coordinating Sunburst color palette featuring 032-2 Beautiful Day. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-2000-102,2026-06-10T18:33:15.856Z
c_csv_188_5856,Sunburst 032-3 Bikini Bay,Canyon Slate & Earth Dust,#A2D6E7,#CBE8F1,#698B96,#F1F8FB,Professional coordinating Sunburst color palette featuring 032-3 Bikini Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-2000-103,2026-06-10T18:33:15.856Z
c_csv_189_5856,Sunburst 032-4 Brave Blue,Canyon Slate & Earth Dust,#7FC6E0,#B8DFED,#528091,#EBF6FA,Professional coordinating Sunburst color palette featuring 032-4 Brave Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3001-105,2026-06-10T18:33:15.856Z
c_csv_190_5856,Sunburst 032-5 Birch Lake,Canyon Slate & Earth Dust,#47A4C5,#99CCDF,#2E6A80,#E3F1F6,Professional coordinating Sunburst color palette featuring 032-5 Birch Lake. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3211-106,2026-06-10T18:33:15.856Z
c_csv_191_5856,Sunburst 032-6 Summer by the Sea,Canyon Slate & Earth Dust,#265F7D,#87A7B7,#183D51,#DEE7EB,Professional coordinating Sunburst color palette featuring 032-6 Summer by the Sea. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3215-107,2026-06-10T18:33:15.856Z
c_csv_192_5856,Sunburst 033-1 Aurora Mist,Canyon Slate & Earth Dust,#DBE6E6,#EBF1F1,#8E9595,#F9FBFB,Professional coordinating Sunburst color palette featuring 033-1 Aurora Mist. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3221-108,2026-06-10T18:33:15.856Z
c_csv_193_5856,Sunburst 033-2 Calming Thoughts,Canyon Slate & Earth Dust,#B9D4DD,#D8E7EC,#78898F,#F4F8F9,Professional coordinating Sunburst color palette featuring 033-2 Calming Thoughts. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3225-109,2026-06-10T18:33:15.856Z
c_csv_194_5856,Sunburst 033-3 Dawn's Light,Canyon Slate & Earth Dust,#A3C7D5,#CCE0E7,#69818A,#F1F6F8,Professional coordinating Sunburst color palette featuring 033-3 Dawn's Light. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-3PCP-111,2026-06-10T18:33:15.856Z
c_csv_195_5856,Sunburst 033-4 Country Breeze,Canyon Slate & Earth Dust,#96C0D0,#C5DCE5,#617C87,#EFF5F7,Professional coordinating Sunburst color palette featuring 033-4 Country Breeze. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400C-114,2026-06-10T18:33:15.856Z
c_csv_196_5856,Sunburst 033-5 Cripple Creek,Canyon Slate & Earth Dust,#638FA4,#A9C1CC,#405C6A,#E7EEF1,Professional coordinating Sunburst color palette featuring 033-5 Cripple Creek. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400C-115,2026-06-10T18:33:15.856Z
c_csv_197_5856,Sunburst 033-6 Deep Lake,Canyon Slate & Earth Dust,#34485A,#8F9AA4,#212E3A,#E0E3E6,Professional coordinating Sunburst color palette featuring 033-6 Deep Lake. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400W-116,2026-06-10T18:33:15.856Z
c_csv_198_5856,Sunburst 034-1 Cloudless Sky,Canyon Slate & Earth Dust,#DAECEC,#EAF4F4,#8D9999,#F9FCFC,Professional coordinating Sunburst color palette featuring 034-1 Cloudless Sky. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-400W-117,2026-06-10T18:33:15.856Z
c_csv_199_5856,Sunburst 034-2 Bountiful Bay,Canyon Slate & Earth Dust,#BDE2EB,#DAEFF4,#7A9298,#F5FAFC,Professional coordinating Sunburst color palette featuring 034-2 Bountiful Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-421C-118,2026-06-10T18:33:15.856Z
c_csv_200_5856,Sunburst 034-3 Celestial Sky,Canyon Slate & Earth Dust,#9CD5E6,#C8E7F1,#658A95,#F0F8FB,Professional coordinating Sunburst color palette featuring 034-3 Celestial Sky. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-421C-119,2026-06-10T18:33:15.856Z
c_csv_201_5856,Sunburst 034-4 Brisk Bay,Canyon Slate & Earth Dust,#6CBBD8,#AED9E9,#46798C,#E8F4F9,Professional coordinating Sunburst color palette featuring 034-4 Brisk Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-4221-120,2026-06-10T18:33:15.856Z
c_csv_202_5856,Sunburst 034-5 Ocean Allegra,Canyon Slate & Earth Dust,#3DA6C7,#94CEE0,#276B81,#E1F1F6,Professional coordinating Sunburst color palette featuring 034-5 Ocean Allegra. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-422W-121,2026-06-10T18:33:15.856Z
c_csv_203_5856,Sunburst 034-6 Azuresque,Canyon Slate & Earth Dust,#096383,#77A9BA,#054055,#DAE7EC,Professional coordinating Sunburst color palette featuring 034-6 Azuresque. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-4231-122,2026-06-10T18:33:15.856Z
c_csv_204_5856,Sunburst 035-1 Tender Grey,Canyon Slate & Earth Dust,#DEE7E5,#ECF1F0,#909694,#FAFBFB,Professional coordinating Sunburst color palette featuring 035-1 Tender Grey. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-423W-123,2026-06-10T18:33:15.856Z
c_csv_205_5856,Sunburst 035-2 Springfed Stream,Canyon Slate & Earth Dust,#C9DADB,#E1EAEB,#828D8E,#F6F9F9,Professional coordinating Sunburst color palette featuring 035-2 Springfed Stream. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-4231-124,2026-06-10T18:33:15.856Z
c_csv_206_5856,Sunburst 035-3 Urban Stone,Canyon Slate & Earth Dust,#B7D0D5,#D7E5E7,#76878A,#F4F7F8,Professional coordinating Sunburst color palette featuring 035-3 Urban Stone. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-5GAL-126,2026-06-10T18:33:15.856Z
c_csv_207_5856,Sunburst 035-4 Bluff Creek,Canyon Slate & Earth Dust,#7798A2,#B4C6CB,#4D6269,#EAEFF1,Professional coordinating Sunburst color palette featuring 035-4 Bluff Creek. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-621-127,2026-06-10T18:33:15.856Z
c_csv_208_5856,Sunburst 035-5 Bridgeview,Canyon Slate & Earth Dust,#56757F,#A2B3B8,#374C52,#E5EAEB,Professional coordinating Sunburst color palette featuring 035-5 Bridgeview. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-622-128,2026-06-10T18:33:15.856Z
c_csv_209_5856,Sunburst 035-6 Wolf Creek,Canyon Slate & Earth Dust,#404A4F,#959B9E,#293033,#E2E3E4,Professional coordinating Sunburst color palette featuring 035-6 Wolf Creek. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-6225-129,2026-06-10T18:33:15.856Z
c_csv_210_5856,Sunburst 036-1 Victoria Glacier,Canyon Slate & Earth Dust,#D1E4E6,#E5F0F1,#879495,#F8FAFB,Professional coordinating Sunburst color palette featuring 036-1 Victoria Glacier. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8211-130,2026-06-10T18:33:15.856Z
c_csv_211_5856,Sunburst 036-2 Tear Drop,Canyon Slate & Earth Dust,#C1DCE2,#DCEBEF,#7D8F92,#F5F9FA,Professional coordinating Sunburst color palette featuring 036-2 Tear Drop. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8215-131,2026-06-10T18:33:15.856Z
c_csv_212_5856,Sunburst 036-3 Smooth Blue,Canyon Slate & Earth Dust,#ABCFDB,#D0E4EB,#6F868E,#F2F7F9,Professional coordinating Sunburst color palette featuring 036-3 Smooth Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8231-132,2026-06-10T18:33:15.856Z
c_csv_213_5856,Sunburst 036-4 Romantic Blue,Canyon Slate & Earth Dust,#7DADC0,#B7D1DC,#51707C,#EBF2F5,Professional coordinating Sunburst color palette featuring 036-4 Romantic Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-8235-133,2026-06-10T18:33:15.856Z
c_csv_214_5856,Sunburst 036-5 Cool Breeze,Canyon Slate & Earth Dust,#5990A5,#A3C1CD,#395D6B,#E6EEF1,Professional coordinating Sunburst color palette featuring 036-5 Cool Breeze. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900C-134,2026-06-10T18:33:15.856Z
c_csv_215_5856,Sunburst 036-6 The Dark Side,Canyon Slate & Earth Dust,#334F60,#8E9EA7,#21333E,#E0E4E7,Professional coordinating Sunburst color palette featuring 036-6 The Dark Side. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900W-135,2026-06-10T18:33:15.856Z
c_csv_216_5856,Sunburst 037-1 A Gentle Place,Canyon Slate & Earth Dust,#D6E4E5,#E8F0F0,#8B9494,#F8FAFB,Professional coordinating Sunburst color palette featuring 037-1 A Gentle Place. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900C-136,2026-06-10T18:33:15.856Z
c_csv_217_5856,Sunburst 037-2 Solferino Lake,Canyon Slate & Earth Dust,#BDD7DB,#DAE9EB,#7A8B8E,#F5F9F9,Professional coordinating Sunburst color palette featuring 037-2 Solferino Lake. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-900W-137,2026-06-10T18:33:15.856Z
c_csv_218_5856,Sunburst 037-3 Barry's Bay,Canyon Slate & Earth Dust,#9DC2CC,#C9DDE2,#667E84,#F0F5F7,Professional coordinating Sunburst color palette featuring 037-3 Barry's Bay. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ADDC-139,2026-06-10T18:33:15.856Z
c_csv_219_5856,Sunburst 037-4 Siberian Sea,Canyon Slate & Earth Dust,#8FB2BE,#C1D4DB,#5C737B,#EEF3F5,Professional coordinating Sunburst color palette featuring 037-4 Siberian Sea. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-ADDC-140,2026-06-10T18:33:15.856Z
c_csv_220_5856,Sunburst 037-5 Sea Waves,Canyon Slate & Earth Dust,#618996,#A8BEC5,#3F5961,#E7EDEF,Professional coordinating Sunburst color palette featuring 037-5 Sea Waves. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-143,2026-06-10T18:33:15.856Z
c_csv_221_5856,Sunburst 037-6 Lockness,Canyon Slate & Earth Dust,#40515A,#959FA4,#29343A,#E2E4E6,Professional coordinating Sunburst color palette featuring 037-6 Lockness. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-CAME-144,2026-06-10T18:33:15.856Z
c_csv_222_5856,Sunburst 038-1 Soft Spun Cloud,Canyon Slate & Earth Dust,#EAEEE9,#F3F5F2,#989A97,#FBFCFB,Professional coordinating Sunburst color palette featuring 038-1 Soft Spun Cloud. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-160,2026-06-10T18:33:15.856Z
c_csv_223_5856,Sunburst 038-2 Soft Light,Canyon Slate & Earth Dust,#D5E5E4,#E7F0F0,#8A9494,#F8FBFA,Professional coordinating Sunburst color palette featuring 038-2 Soft Light. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-FILL-161,2026-06-10T18:33:15.856Z
c_csv_224_5856,Sunburst 038-3 Silver Blue,Canyon Slate & Earth Dust,#B8D5D9,#D7E7EA,#778A8D,#F4F8F9,Professional coordinating Sunburst color palette featuring 038-3 Silver Blue. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-GALL-164,2026-06-10T18:33:15.856Z
c_csv_225_5856,Sunburst 038-4 Lake of Swans,Canyon Slate & Earth Dust,#A0C6CE,#CADFE4,#688085,#F0F6F7,Professional coordinating Sunburst color palette featuring 038-4 Lake of Swans. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-166,2026-06-10T18:33:15.856Z
c_csv_226_5856,Sunburst 038-5 Medicine River,Canyon Slate & Earth Dust,#6F9DA9,#AFC9CF,#48666D,#E9F0F2,Professional coordinating Sunburst color palette featuring 038-5 Medicine River. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-META-167,2026-06-10T18:33:15.856Z
c_csv_227_5856,Sunburst 038-6 Evening in Venice,Canyon Slate & Earth Dust,#405D64,#95A5A9,#293C41,#E2E6E7,Professional coordinating Sunburst color palette featuring 038-6 Evening in Venice. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-168,2026-06-10T18:33:15.856Z
c_csv_228_5856,Sunburst 039-1 Star Crest,Canyon Slate & Earth Dust,#E7EEE9,#F1F5F2,#969A97,#FBFCFB,Professional coordinating Sunburst color palette featuring 039-1 Star Crest. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXM-169,2026-06-10T18:33:15.856Z
c_csv_229_5856,Sunburst 039-2 Soothing Slumber,Canyon Slate & Earth Dust,#D0E5E4,#E5F0F0,#879494,#F7FBFA,Professional coordinating Sunburst color palette featuring 039-2 Soothing Slumber. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-MIXN-170,2026-06-10T18:33:15.856Z
c_csv_230_5856,Sunburst 039-3 Aqua Glass,Canyon Slate & Earth Dust,#BDDCDD,#DAEBEC,#7A8F8F,#F5F9F9,Professional coordinating Sunburst color palette featuring 039-3 Aqua Glass. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-171,2026-06-10T18:33:15.856Z
c_csv_231_5856,Sunburst 039-4 Katarina,Canyon Slate & Earth Dust,#90BDC5,#C1DADF,#5D7A80,#EEF5F6,Professional coordinating Sunburst color palette featuring 039-4 Katarina. Backed fully by Sunburst paints warranty protocols. Formulated for continuous coverage.,true,SB-CAT-NEWZ-172,2026-06-10T18:33:15.856Z
