id,name,sku,category,price,retail_price,covers_sqft,unit,description,image_url,is_sunburst_exclusive
p_AWEGUUG4_80,Plastic Drum,SB-CAT-PLAS-180,paint,35,50.75,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_GSNAN3QY_81,ProForm Joint Tape,SB-CAT-PROF-181,brushes,12.5,18.13,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_7BTSPWTI_82,Professional roller frames 18inch,SB-CAT-PROF-182,brushes,17.23,24.98,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_3PAKNYH7_83,Putty Knife  - 4”,SB-CAT-PUTT-183,brushes,7.95,11.53,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_D7K46HPC_84,Putty Knife - 3”,SB-CAT-PUTT-184,brushes,6.95,10.08,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_5NELD6JI_85,Putty Knife -1/4”,SB-CAT-PUTT-185,brushes,5.5,7.97,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_3GLKIEKG_86,Putty Knife -6”,SB-CAT-PUTT-186,brushes,9,13.05,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_VY73BAOQ_87,Razor Blade Scraper,SB-CAT-RAZO-187,brushes,10,14.5,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_HUIGN6FQ_88,Red,SB-CAT-RED-188,paint,46.95,68.08,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_5KNMR3PR_89,Roller Cover - 1 1/4,SB-CAT-ROLL-189,brushes,10,14.5,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_JRRMPEBP_90,Roller Cover - 3/4,SB-CAT-ROLL-190,brushes,8,11.6,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_CP2HP7SI_91,Roller Cover 1/2,SB-CAT-ROLL-191,brushes,5,7.25,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_KIK62O2T_92,Roller Handle - 4”,SB-CAT-ROLL-192,brushes,5.5,7.97,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_G3KG6RVP_93,Roller Handle - 9”,SB-CAT-ROLL-193,brushes,10,14.5,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_OG665HUV_94,Roller handle - 3”,SB-CAT-ROLL-194,brushes,4.5,6.52,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_LZUTT2R6_95,Sand Paper -Regular,SB-CAT-SAND-195,brushes,2,2.9,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_ZL4CYCOQ_96,Spackling - 1 gal,SB-CAT-SPAC-196,brushes,30.95,44.88,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_XS3BICP4_97,Spackling - 1 quart,SB-CAT-SPAC-197,brushes,12.95,18.78,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_BY7E7J7O_98,Spackling - Small,SB-CAT-SPAC-198,brushes,6,8.7,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_ZGDL3WED_99,Test,SB-CAT-TEST-199,paint,2,2.9,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_LDM54ILD_100,Test Item,SB-CAT-TEST-200,brushes,12.5,18.13,0,piece,For training,https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_O6YJX272_101,Thinner,SB-CAT-THIN-201,paint,13.64,19.78,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_RKVTMXA7_102,Touch n Tone Spray Paint,SB-CAT-TOUC-202,paint,9.95,14.43,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_2GUMRU76_103,Traffic Paint (color) 5 gallon,SB-CAT-TRAF-203,paint,260,377,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_IFUDI4LR_104,Traffic Spray Paint,SB-CAT-TRAF-204,brushes,16,23.2,0,piece,Red/White/Yellow,https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_F3HFUCXX_105,Traffic paint 5 gallon,SB-CAT-TRAF-205,paint,240,348,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_YGMA5YZH_106,Tropical sun 1 gallon,SB-CAT-TROP-206,paint,65.95,95.63,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_XLEGNX7R_107,Tropical sun 5 gallon,SB-CAT-TROP-207,paint,279.95,405.93,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_WJ6QKXEF_108,UB 5 Gallon grey,SB-CAT-UB5G-208,paint,329.95,478.43,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_SCPIEZTY_109,UB TAN 1 GALLON,SB-CAT-UBTA-209,paint,45.45,65.9,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_6LGEZK4M_110,UB TAN 5 Gallon,SB-CAT-UBTA-210,paint,150,217.5,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_USF6ZCPT_111,Weldwood Contact Cement,SB-CAT-WELD-211,brushes,12.5,18.13,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_WMJBXGYQ_112,Whizz Roller Handle & Cover 4”,SB-CAT-WHIZ-212,brushes,8.95,12.98,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_2XHEUHK6_113,Wire Brush,SB-CAT-WIRE-213,brushes,8,11.6,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_5HMBDJTI_114,Wooster 1 1/4 Roller Cover,SB-CAT-WOOS-214,brushes,11.77,17.07,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_ZA3HQVE6_115,Yellow/T.S Bucket,SB-CAT-YELL-215,hardware,300,435,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_ZDRQ2VHJ_116,Zealand Green 1 gallon,SB-CAT-ZEAL-216,paint,75.95,110.13,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
